turne,ano,cidade_fonte,data_show_fonte,musica,fonte_url
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Can't Buy Me Love,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Birthday,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Hey Jude,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,The Long and Winding Road,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Lady Madonna,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,I Saw Her Standing There,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Yesterday,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,Sgt. Pepper's Lonely Hearts Club Band (Reprise),https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
Back in the World Tour,2003,Paris (Bercy),2003-03-25,The End,https://www.setlist.fm/setlist/paul-mccartney/2003/palais-omnisports-de-paris-bercy-paris-france-3d0111b.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Magical Mystery Tour,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Flaming Pie,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Jet,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,I'll Get You,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Drive My Car,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Till There Was You,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Let Me Roll It,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Got to Get You Into My Life,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Fine Line,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Maybe I'm Amazed,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,The Long and Winding Road,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,In Spite of All the Danger,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,I Will,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Jenny Wren,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,For No One,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Fixing a Hole,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,English Tea,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,I'll Follow the Sun,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Follow Me,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Blackbird,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Eleanor Rigby,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Too Many People,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,She Came in Through the Bathroom Window,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Good Day Sunshine,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Band on the Run,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Penny Lane,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,I've Got a Feeling,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Back in the U.S.S.R.,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Hey Jude,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Yesterday,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Get Back,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Helter Skelter,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Please Please Me,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,Sgt. Pepper's Lonely Hearts Club Band (Reprise),https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
US Tour 2005,2005,Nova York (Madison Square Garden),2005-09-30,The End,https://www.setlist.fm/setlist/paul-mccartney/2005/madison-square-garden-new-york-ny-5bddb700.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Drive My Car,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Jet,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Only Mama Knows,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Flaming Pie,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Got to Get You Into My Life,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Let Me Roll It,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Highway,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,The Long and Winding Road,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,My Love,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Blackbird,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Here Today,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Dance Tonight,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Calico Skies,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Mrs. Vandebilt,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Eleanor Rigby,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Sing the Changes,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Band on the Run,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Back in the U.S.S.R.,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,I'm Down,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Something,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,I've Got a Feeling,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Paperback Writer,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,A Day in the Life,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Day Tripper,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Lady Madonna,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,I Saw Her Standing There,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Yesterday,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Helter Skelter,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Get Back,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,Sgt. Pepper's Lonely Hearts Club Band (Reprise),https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Summer Live '09,2009,Nova York (Citi Field),2009-07-17,The End,https://www.setlist.fm/setlist/paul-mccartney/2009/citi-field-queens-ny-43d657ab.html
Up and Coming,2010,Porto Alegre,2010-11-07,Venus and Mars,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Rock Show,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Jet,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,All My Loving,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Letting Go,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Drive My Car,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Highway,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Let Me Roll It,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,The Long and Winding Road,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Nineteen Hundred and Eighty-Five,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Let 'Em In,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,My Love,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,I've Just Seen a Face,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,And I Love Her,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Blackbird,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Here Today,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Dance Tonight,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Mrs. Vandebilt,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Eleanor Rigby,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Ram On,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Something,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Sing the Changes,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Band on the Run,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,"Ob-La-Di, Ob-La-Da",https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Back in the U.S.S.R.,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,I've Got a Feeling,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Paperback Writer,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,A Day in the Life,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Hey Jude,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Day Tripper,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Lady Madonna,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Get Back,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Yesterday,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Helter Skelter,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,Sgt. Pepper's Lonely Hearts Club Band (Reprise),https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Up and Coming,2010,Porto Alegre,2010-11-07,The End,https://www.setlist.fm/setlist/paul-mccartney/2010/estadio-beira-rio-porto-alegre-brazil-33d564c9.html
Out There,2014,Montevidéu,2014-04-19,Eight Days a Week,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Save Us,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,All My Loving,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Listen to What the Man Said,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Let Me Roll It,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Paperback Writer,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,My Valentine,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Nineteen Hundred and Eighty-Five,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,The Long and Winding Road,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Maybe I'm Amazed,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,I've Just Seen a Face,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,We Can Work It Out,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Another Day,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,And I Love Her,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Blackbird,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Here Today,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,New,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Queenie Eye,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Lady Madonna,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,All Together Now,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Lovely Rita,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Everybody Out There,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Eleanor Rigby,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,One After 909,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Being for the Benefit of Mr. Kite!,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Something,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,"Ob-La-Di, Ob-La-Da",https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Band on the Run,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Back in the U.S.S.R.,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Hey Jude,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Day Tripper,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,"Hi, Hi, Hi",https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Get Back,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Yesterday,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Helter Skelter,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Golden Slumbers,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,Carry That Weight,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
Out There,2014,Montevidéu,2014-04-19,The End,https://www.setlist.fm/setlist/paul-mccartney/2014/estadio-centenario-montevideo-uruguay-33c3eccd.html
One on One,2017,Porto Alegre,2017-10-13,A Hard Day's Night,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Junior's Farm,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Can't Buy Me Love,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
