turne,ano,cidade_fonte,data_show_fonte,musica,fonte_url
One on One,2017,Porto Alegre,2017-10-13,Jet,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Got to Get You Into My Life,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Let Me Roll It,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,I've Got a Feeling,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,My Valentine,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Nineteen Hundred and Eighty-Five,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Maybe I'm Amazed,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,We Can Work It Out,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,In Spite of All the Danger,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,You Won't See Me,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Love Me Do,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,And I Love Her,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Blackbird,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Here Today,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Queenie Eye,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,New,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Lady Madonna,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,FourFiveSeconds,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Eleanor Rigby,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,I Wanna Be Your Man,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Being for the Benefit of Mr. Kite!,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Something,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,A Day in the Life,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,"Ob-La-Di, Ob-La-Da",https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Band on the Run,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Back in the U.S.S.R.,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Hey Jude,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Yesterday,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Sgt. Pepper's Lonely Hearts Club Band (Reprise),https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Helter Skelter,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Birthday,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Golden Slumbers,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,Carry That Weight,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
One on One,2017,Porto Alegre,2017-10-13,The End,https://www.setlist.fm/setlist/paul-mccartney/2017/estadio-beira-rio-porto-alegre-brazil-43e3ef13.html
Freshen Up,2019,Buenos Aires,2019-03-23,A Hard Day's Night,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Junior's Farm,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,All My Loving,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Letting Go,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Who Cares,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Got to Get You Into My Life,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Come On to Me,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Let Me Roll It,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,I've Got a Feeling,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Let 'Em In,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,My Valentine,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Nineteen Hundred and Eighty-Five,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Maybe I'm Amazed,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,I've Just Seen a Face,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,In Spite of All the Danger,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,From Me to You,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Dance Tonight,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Happy Birthday to You,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Love Me Do,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Blackbird,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Here Today,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Queenie Eye,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Lady Madonna,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Eleanor Rigby,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Fuh You,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Being for the Benefit of Mr. Kite!,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Something,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,"Ob-La-Di, Ob-La-Da",https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Band on the Run,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Back in the U.S.S.R.,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Let It Be,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Birthday,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Sgt. Pepper's Lonely Hearts Club Band (Reprise),https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Helter Skelter,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Golden Slumbers,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Carry That Weight,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,The End,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Live and Let Die,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Freshen Up,2019,Buenos Aires,2019-03-23,Hey Jude,https://www.setlist.fm/setlist/paul-mccartney/2019/campo-argentino-de-polo-buenos-aires-argentina-4b9253b6.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Can't Buy Me Love,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Junior's Farm,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Letting Go,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,She's a Woman,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Got to Get You Into My Life,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Come On to Me,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Let Me Roll It,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Getting Better,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Let 'Em In,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,My Valentine,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Nineteen Hundred and Eighty-Five,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Maybe I'm Amazed,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,I've Just Seen a Face,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,In Spite of All the Danger,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Love Me Do,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Dance Tonight,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Blackbird,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
Got Back,2023,Curitiba/Brasília/São Paulo/Florianópolis/Cidade do México (união de 6 shows),2023-11-14 a 2024-10-19,Here Today,https://www.setlist.fm/setlist/paul-mccartney/2023/estadio-couto-pereira-curitiba-brazil-13ae05a1.html | https://www.setlist.fm/setlist/paul-mccartney/2023/arena-brb-mane-garrincha-brasilia-brazil-5bae9774.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-2b57f08a.html | https://www.setlist.fm/setlist/paul-mccartney/2024/allianz-parque-sao-paulo-brazil-357650b.html | https://www.setlist.fm/setlist/paul-mccartney/2024/estadio-da-ressacada-florianopolis-brazil-43573363.html | https://www.setlist.fm/setlist/paul-mccartney/2023/foro-sol-mexico-city-mexico-4ba1cf56.html
